title,company,description,tags,salary_min,salary_max,location,date,source
euralink,Neuralink,"Neuralink | Software Engineer, Robotics | Full Time | Onsite | San Francisco, CA Neuralink is developing ultra-high bandwidth brain-machine interfaces to connect humans and computers. Software Engineer, Robotics - https:&#x2F;&#x2F;jobs.lever.co&#x2F;neuralink&#x2F;c9061302-2cd8-47ef-a29f-b8e8...",,,,Onsite,2020-04-01T18:13:12Z,HackerNews
nTech AG,DiaMonTech AG,"DiaMonTech AG | Software Engineer | Berlin, Germany | Full-time | ONSITE &#x2F; PARTIAL REMOTE We are an innovative, venture-capital backed team with the goal to revolutionize the healthcare market for Diabetes.We have developed a new method to detect molecules in liquids and soft matter based on photothermal spectroscopy. Our first application is a non-invasive blood sugar monitor, that means we can detect blood sugar levels without finger pricking, pain, and blood. Our founders are a world-wide renowned professor of bio-physics and a serial entrepreneur with decades of experience in building high-tech startups. Currently we are looking for Software Developer, who can write code in Python and&#x2F;or C++, like to work in many different areas from HW&#x2F;FW up to the cloud implementation and is dedicated to develop high quality medical software. Full job description: https:&#x2F;&#x2F;dl.diamontech.com&#x2F;Software_developer_(m_f_d).pdf If this offer sounds interesting to you, email me directly at bartosz.plotka@diamontech.de.",,,,REMOTE,2020-04-01T17:03:27Z,HackerNews
xceptionally strong engineering teams spanning m,Skydio,"Skydio | Redwood City, CA | Full-Time | Wireless Systems Architect | Mobile (Android, iOS, Cross - Platform) | Platform (Cloud &#x2F; Web &#x2F; Embedded) | ONSITE (wfh during quarantine) To Apply: Send your resume to hiring@skydio.com (instantly reviewed by Hiring Manager) Skydio’s newest product was released in October 2019 and have received tremendous positive reception from consumer, enterprise and government markets. As we shift our focus in building specialized and high quality software and hardware, we are looking to add key contributors who will be impactful in critical areas. Team: Our founders met as MIT grad students and co-founded Google X&#x27;s Project Wing. We have an exceptionally strong engineering teams spanning many disciplines, and seasoned product leadership from Apple and Tesla. Funding: We recently raised Series C to fund our upcoming growth phase (not disclosed on crunchbase). IEEE Spectrum Review:( https:&#x2F;&#x2F;bit.ly&#x2F;2RDhl2F ) Office Tour:( https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=Yku8hujfA1Q&amp;t=1s ) Future for Enterprise: ( https:&#x2F;&#x2F;youtu.be&#x2F;k8RRykNVL6E ) Career Page:( https:&#x2F;&#x2F;jobs.lever.co&#x2F;skydio&#x2F; )",,,,ONSITE,2020-04-01T16:49:43Z,HackerNews
Software Engineer,Unknown,"Thanks for putting that data. It&#x27;s helping a lot. It&#x27;s funny how most companies are not really remote because they only hire in the US (even if you can work PST&#x2F;EST), so they ignore the rest of the World. But I have been using the &#x27;Anywhere&#x27; tag and found a bunch on interesting ones.",,,,remote,2020-04-01T14:57:25Z,HackerNews
IOMED,IOMED,"IOMED | Data Engineer | Barcelona, Spain | Full Time | Onsite Are you looking for a job with a direct impact on healthcare? * Problem: Clinical data is messy and makes research slow. * Mission: To structure clinical data and give unified, standardized access to it. * Product: Natural language processing models and a unified SQL data access interface for researchers. * Traction: Validated idea, Validated business model, growing and scaling stage. * Funding: +2y runout and growing. Backed by national and international VCs. * Stack: Python, Cython, SQL, Postgres, Kubernetes among others * Values: Scientific, methodic, transparent, hard workers with a HUGE emphasis on work-life balance. Join a multidisciplinary team working hard to make clinical research faster, accessible and ubiquitous. Also it&#x27;s a nice excuse to enjoy Barcelona&#x27;s vibe and nice weather! Want to know more? Ping me at rocio@iomed.health Check our site for more info https:&#x2F;&#x2F;iomed.health&#x2F;en IOMED | NLP Data Scientist| Barcelona, Spain | Full Time | Onsite Are you looking for a job with a direct impact on healthcare? * Problem: Clinical data is messy and makes research slow. * Mission: To structure clinical data and give unified, standardized access to it. * Product: Natural language processing models and a unified SQL data access interface for researchers. * Traction: Validated idea, Validated business model, growing and scaling stage. * Funding: +2y runout and growing. Backed by national and international VCs. * Stack: Python and Data Science libraries (pandas, numpy), general ML knowledge, experience with NN (libraries: keras, tensorflow) and NLP * Values: Scientific, methodic, transparent, hard workers with a HUGE emphasis on work-life balance. Join a multidisciplinary team working hard to make clinical research faster, accessible and ubiquitous. Also it&#x27;s a nice excuse to enjoy Barcelona&#x27;s vibe and nice weather! Want to know more? Ping me at rocio@iomed.health Check ",,,,Onsite,2020-04-01T14:44:58Z,HackerNews
EX,AMEX,"AMEX | Senior Backend Engineer (Rails) | Full-time | 6-12 Month Contract | REMOTE due to COVID-19 - Normally ONSITE | No Visa Sponsorship | Tokyo, Japan Global Dining Platform Solutions is looking for a Senior Backend Engineer to join our team and contribute towards our core global dining products. We are looking for a well-rounded individual who has experience with application and infrastructure development. We are looking for someone with the following experience: - At least 3 years of production experience with Ruby on Rails. - At least 3 years of production experience with Amazon Web Services. - At least 2 years of production experience with Docker and container management services such as AWS ECS. - English is required. Japanese is optional, but preferable. I am looking for someone immediately for our team. If interested please contact me with your resume and your hourly rate at douglas.mak [at] aexp.com.",,,,REMOTE,2020-04-01T03:30:39Z,HackerNews
National Robotics Engineering Center,National Robotics Engineering Center,"National Robotics Engineering Center | Software, Computer Vision, Machine Learning, UI | Pittsburgh, PA, USA | ONSITE | Full Time | H1-B VISA https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;careers&#x2F;index.html The National Robotics Engineering Center (NREC), a robotics research and development powerhouse, is looking for experienced developers, especially in embedded systems, robotics, perception, deep learning, data science, and AI. For more than 21 years NREC has brought together a critical mass of software and hardware engineers in order to take technology from the laboratory to the real world. NREC maintains a diverse portfolio of projects, from Augmented Reality driver assistance to full off-road autonomy and from advanced teleoperation to full autonomous manipulation. NREC is part of the Robotics Institute at Carnegie Mellon University, focused on commercialization of robotic technologies, and employs over 150 people in their off-campus facility. An NREC developer can go from developing mapping for a mining robot operating in extreme environments ( https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;solutions&#x2F;mining&#x2F;profiler.html ) to developing hardware and controls for unique research vehicles ( https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=-URxpqi0oAU ). Another may go from developing training products for humanitarian workers ( https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;solutions&#x2F;defense&#x2F;other-projects... ) on to assistive technologies that make work easier for farmers around the world ( https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;solutions&#x2F;agriculture&#x2F;other-agri... ). A subset of our openings: C++ and Python software engineers - https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;careers&#x2F;software-engineer-2.html DevOps - https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;careers&#x2F;software-build-engineer.... ML&#x2F;AI Engineering - https:&#x2F;&#x2F;www.nrec.ri.cmu.edu&#x2F;careers&#x2F;software-engineer-machin... Computer Vision engineers - ht",,,,ONSITE,2020-03-31T20:31:18Z,HackerNews
Ripple,Ripple,"Ripple | Engineers, Eng Managers | Full-Time | ONSITE (Flexible WFH) | San Francisco, NYC, London Ripple is the world’s only enterprise blockchain solution for global payments. Today the world sends more than $155 trillion across borders, however, the underlying infrastructure is dated and flawed. Ripple solves this problem. We connect banks, payment providers, corporations, and digital asset exchanges via RippleNet to provide one frictionless experience to send money globally. Ripple’s distributed financial technology outperforms today’s banking infrastructure by driving down costs, increasing processing speeds and delivering end-to-end visibility into payment fees, timing and deliver We have over 40 Engineering roles open across various locations, mostly in San Francisco but some in London, Singapore, NYC as well, check our career page! https:&#x2F;&#x2F;ripple.com&#x2F;company&#x2F;careers&#x2F;all-jobs",,,,ONSITE,2020-03-31T16:52:08Z,HackerNews
nterested in the UI Engineer and Software Engine,Unknown,Really interested in the UI Engineer and Software Engineer positions. When applying is there a specific person (hiring manager) I could address for either position? Thanks!,,,,Not specified,2020-03-31T16:09:01Z,HackerNews
rai Health,Curai Health,Curai Health | Office Manager + People Ops Lead | Full-time | Onsite | Palo Alto We&#x27;re hiring for a new workplace experience manager role at Curai in Palo Alto (although currently all working remote). We expand health care access and provide telemedicine services - we&#x27;re pretty busy right now. It&#x27;s a fun and diverse team with a culture of empathy and work-life balance: https:&#x2F;&#x2F;curai.com&#x2F;work&#x2F;workplace-manager,,,,remote,2020-03-31T02:54:48Z,HackerNews
Skool,Skool,"Skool | Software Engineers | Los Angeles (LA) | Full Time | Onsite | https:&#x2F;&#x2F;www.skool.com Skool builds simple and powerful collaborative tools for self-education. We&#x27;re a small, self-organizing team of engineers and designers who want to make really great things. Craftsmanship, thoughtfulness, attention to detail and work ethic are important values to us. If you embody these values, you&#x27;ll love working here. Senior Backend Engineer — https:&#x2F;&#x2F;jobs.lever.co&#x2F;skool&#x2F;8138378a-62c6-4b1c-a6c0-594126b8... Senior Frontend Engineer — https:&#x2F;&#x2F;jobs.lever.co&#x2F;skool&#x2F;8a671940-1544-4a90-b4c3-698f60ac... Come have fun at Skool. Apply at the links above or email us fun@skool.com.",,,,Onsite,2020-03-30T23:16:17Z,HackerNews
Palmetto,Palmetto,Palmetto | Engineering| Full Time | Remote Palmetto is a clean technology company with a soul. Fundamental to our mission is “Leading the world to a clean energy future.” Our #1 Value is Customer Experience and we pride ourselves on over delivering. To learn more about our services visit Palmetto.com. Full Stack Engineer- https:&#x2F;&#x2F;jobs.lever.co&#x2F;bandwidth&#x2F;edd45330-0d47-4c91-b47b-54d4...,,,,Remote,2020-03-30T22:08:33Z,HackerNews
iStreamPlanet,Unknown,"iStreamPlanet | Engineering, Network Architect, Product| Full Time | Remote | iStreamPlanet is one of the largest streaming platforms in the world for broadcasters; doing thousands of live events a each year. We are a unique organization with the size and feel of a small company, but the stability and world-reaching impact of a much larger enterprise. Sr. Site Reliability Engineer- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4004681003 Site Reliability Engineer- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4004670003 Sr. Software Engineer- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4010986003 Software Engineer- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4004677003 Sr. Software Engineer Web Development- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4004529003 Principal Network Architect- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4015289003 Sr. Product Owner- https:&#x2F;&#x2F;istreamplanet.com&#x2F;careers&#x2F;?gh_jid=4040270003",,,,Remote,2020-03-30T20:49:46Z,HackerNews
2F; Senior Software Engineers &#x2F; Fulltime &#,Unknown,"Kolonial.no &#x2F; Senior Software Engineers &#x2F; Fulltime &#x2F; On-site &#x2F; Oslo, Norway Kolonial.no a Norwegian scale-up that has been building tech and logistics since 2013 - to challenge the ways we do grocery shopping. Building everything from end-user product experiences to logistics and distribution. We are hiring for software engineers who will be a part of our visionary Product &amp; Tech team organised in cross-functional product teams with software engineers, designers, product managers and data scientists. For more check out: https:&#x2F;&#x2F;careers.kolonial.no&#x2F;jobs&#x2F; Stack: Python, Django, React, GCP and more.",,,,On-site,2020-03-30T14:49:40Z,HackerNews
keylight,Unknown,"keylight | Several Engineers | Full-Time | On-site | Berlin Germany keylight is a software provider and technology implementation expert within the Subscription Economy. We help our clients to build long-lasting customer relationships with their subscribers through our flagship software, Subscription Suite. We love making subscription commerce work! We are looking for highly motivated people with unique talents who want to achieve great things with us! • Senior Frontend Engineer - https:&#x2F;&#x2F;angel.co&#x2F;l&#x2F;2o5dkj • Senior Software Engineer - https:&#x2F;&#x2F;angel.co&#x2F;l&#x2F;2o5dmu • Senior Solution Architect - https:&#x2F;&#x2F;angel.co&#x2F;l&#x2F;2o5dmo If you want to archieve great things with us, please follow the links avobe or send us an emial to recruiting@keylight.de We are looking forward to receiving your application!",,,,On-site,2020-03-30T14:35:54Z,HackerNews
"Sr Web Developer, Engineers, Internships","Sr Web Developer, Engineers, Internships","Sr Web Developer, Engineers, Internships | Bellevue, WA | Full-time | Onsite or Remote (US) | https:&#x2F;&#x2F;www.symetra.com&#x2F; I am the hiring manager for this new product that we are building to disrupt the insurance industry. This is greenfield opportunity where we are building this as a startup (well-funded) where you get to innovate on the business, user experience as well as on the technology front. On the engineering side of the house, I have open positions for UX&#x2F;UI designer, web developers, full stack engineers, software engineers and interns. You will be working with a team that includes data scientists, data engineers, business team that includes CXOs. The product is being built all in AWS using modern web framework with lots of opportunity to innovate on the technology side. Here is one of those open positions, where I am looking for someone who has strong expertise in one of the modern web frameworks along with experience building customer facing web application. If this you, apply here (and mention HN): https:&#x2F;&#x2F;tinyurl.com&#x2F;tgo3h32 If you have any questions, feel free to comment or email me (available in profile).",,,,Remote,2020-03-30T06:53:22Z,HackerNews
,MU ENERGY,"MU ENERGY | Associate Product Manager | Austin, TX | ONSITE We are a small independent (self-funded &amp; profitable) boutique SaaS company. Our end goal is to enable the green transition by providing the best Analytical Platform to the energy market participants. We do that by mixing together large amounts of Data with Math&#x2F;Modeling&#x2F;ML and awesome Visualizations. We are just getting started and have A LOT to build. We are looking for an high energy Associate Product Manager, ready to 1) obsess about solving our client’s problems through our Analytics Platform, and 2) deliver impact. This is an excellent “ground floor” opportunity for a candidate who wants to grow along with the company. You will work closely and directly report to the CEO who is the current Acting VP of Product. Requirements: - 1+ year(s) of experience with the management of a real world product. - Analytical: can get to the root of customer problems&#x2F;needs. - Strong written and verbal communication skills. - Excellent decision making, project management, time management skills. We are located in Downtown Austin, TX. Let&#x27;s talk! Email us at recruiting@mu-energy.com with: - 280 characters about what makes you specially fit for this role. - Your resume. - Your status and availability timeline.",,,,ONSITE,2020-03-29T15:53:29Z,HackerNews
cialist (full-stack developer with a business and,Unknown,"I&#x27;m a CS grad with some work experience (1 year dev, 1 year coding bootcamp teacher). See me as a junior that ramps up quicker than the average junior (e.g. last month I owned a lot of boxes at hackthebox.eu for fun and was a top 5% after 2 weeks of non-stop playing [1]). I wrote my thesis related to Engelbard. So I think we have a cultural click. Which is why I&#x27;m writing all this. The reason I&#x27;m not applying but simply writing things here is because I&#x27;m tired of applying (it&#x27;s hard to hear more than 100+ &quot;no&quot; while at university you were a top student). But I do want to know if you guys think I&#x27;m worth considering. Which is why I&#x27;m brutally honest with the following: Companies tend to reject me due to lack of experience, and (in my opinion) undervalue how quick I can pick things up and how willing I am to work amazingly hard, especially at the beginning of a job. When they hire me they tend to be surprised with how wrong they were about me. My strength is that I&#x27;m a generalist, much more so than most people. My weakness is that people have the perception that I can&#x27;t be a specialist. But anyone that gave me a chance in hiring me during my freelance time know that I am capable of performing one role as a specialist (full-stack developer with a business and security mindset). During my good days I tend to have an Elon Musk mindset. He says that working 80 to 100 hours per week means you learn 2 to 2.5 times faster, I mostly agree -- I think it is sometimes more because the interconnectness of things pushes the multiple a bit higher. During my bad days I simply want to work 40 hours per week go home and relax. During these times I sort of don&#x27;t want to work due to stress, but know that I have to work because it keeps my mind sharp. [1] I was in &quot;Elon Musk&quot; mode for a month.",,,,Not specified,2020-03-28T16:35:22Z,HackerNews
Software Engineer,Evernote,"Evernote | Various | Full-Time| Onsite (Flexible WFH) | US &amp; Chile https:&#x2F;&#x2F;evernote.com&#x2F;careers Click on my profiler for contact info, if you have more questions.",,,,Onsite,2020-03-28T00:05:27Z,HackerNews
soned operators and developers with a home base i,Unknown,"We’re hiring at Tellus App, Inc. Currently, we’re prioritizing those who are looking for non-remote jobs (people who can relocate or already in the Bay Area), but we are also open to hiring fully-remote. We’re growing quickly and aren’t looking to slow down the hiring pace. We’re an ambitious Silicon Valley FinTech startup founded by serial entrepreneurs in 2016 to become the most innovative real estate investing platform for all. This unique sector is riddled with extreme fragmentation and plagued by uninspired product offerings — yet at the same time, real estate contributes up to 18% of the U.S. GDP. We’re a team of seasoned operators and developers with a home base in Silicon Valley who love to move fast and want to do something no one has figured out. We have several developer roles open which you can check out here: https:&#x2F;&#x2F;angel.co&#x2F;company&#x2F;tellusapp If you’re interested in joining our team and for the right opportunity to dive into the FinTech space, we’d love to hear from you! Email us at recruiting@tellusapp.com.",,,,remote,2020-03-27T22:31:10Z,HackerNews
Front End Developer,Front End Developer,"Front End Developer | Full-time | Bucharest, Romania Senior Digital Developer&#x2F; FullStack Developer - Fintech Apps | Full-time | Bucharest, Romania Sales Director, Insurance | Full-time | Bucharest, Romania Customer Success Manager | Full-time | Bucharest, Romania More about the company - FintechOS - https:&#x2F;&#x2F;www.fintechos.com Open jobs - https:&#x2F;&#x2F;fintechos.recruitee.com",,,,Not specified,2020-03-27T17:13:45Z,HackerNews
er-centric Software Engineers to help build the,Unknown,"Daily Harvest looking for enthusiastic, customer-centric Software Engineers to help build the platform that enables us to take care of food, manage a team of developers, and lead one of our talented development squads to ship the code that powers our entire business -- from user-facing web experience, to code that interfaces with our RESTful API services. Some roles we are hiring for include • Senior Software Engineer, Services • Senior Software Engineer, Web • Lead Software Engineer, Services • Lead Software Engineer, Web Take a look at all of our openings here: https:&#x2F;&#x2F;get.daily-harvest.com&#x2F;join-our-team&#x2F; Founded in 2015, Daily Harvest is a New York based direct-to-consumer company on a mission to take care of food. We create delicious food from the most nourishing ingredients, sourced and frozen directly on the farms and deliver it straight to your door. As one of the fastest-growing e-commerce brands, Daily Harvest is showcasing how straightforward, unprocessed ingredients can not only taste amazing, but can help you be at your best. Our mission is to take care of food, so food can take of you. For more information, visit www.daily-harvest.com.",,,,New York,2020-03-27T12:43:24Z,HackerNews
Oscaro,Oscaro,"Oscaro | Full Stack Engineers | ONSITE in Paris (France) but partial remote ok | INTERNS welcome | Full-Time Oscaro is the leader online auto parts selling website. We’re present in France, Spain, Belgium, Portugal, with our main offices located in Paris. We have ~80 engineers working in different, autonomous teams: ops, core services, front website, catalogue, data analysis, pricing, supply chain, etc. We mostly use Clojure, + various technologies depending on the team. Interview process: one first informal on-site interview with the team manager and a future co-worker. A second, technical on-site interview with the CTO. A third and last interview with the CEO. Technical interviews are open discussions, not whitebording&#x2F;pairing&#x2F;tricky questions. Apply at https:&#x2F;&#x2F;recrutement.oscaro.com&#x2F;fr&#x2F;annonce&#x2F;931278-developpeur... The website is in French but we do accept non-French speakers. Except the supply chain, all the company is on remote right now. The quick move to 100% remote in a couple days has been impressive tbh.",,,,remote,2020-03-27T09:33:34Z,HackerNews
"hiring for Software Engineers, Dev Ops, Web, Rob",Open Robotics,"Open Robotics - ROS&#x2F;Gazebo| Multiple Openings | Singapore | Full-time | https:&#x2F;&#x2F;www.openrobotics.org&#x2F;careers Open Robotics, the team behind ROS, Gazebo and so much more is hiring for Software Engineers, Dev Ops, Web, Robot Engineers... Help us develop amazing open source tools and libraries to connect robots in healthcare environments. Helping robots, help people. Sr Software Engineer - https:&#x2F;&#x2F;openrobotics.bamboohr.com&#x2F;jobs&#x2F;view.php?id=60 Software Engineer, Robotics - https:&#x2F;&#x2F;openrobotics.bamboohr.com&#x2F;jobs&#x2F;view.php?id=50 Software Engineer, Web - https:&#x2F;&#x2F;openrobotics.bamboohr.com&#x2F;jobs&#x2F;view.php?id=34 DevOps Engineer - https:&#x2F;&#x2F;openrobotics.bamboohr.com&#x2F;jobs&#x2F;view.php?id=36 Robotics Engineer - https:&#x2F;&#x2F;openrobotics.bamboohr.com&#x2F;jobs&#x2F;view.php?id=63",,,,Not specified,2020-03-27T07:49:51Z,HackerNews
om I welcome remote engineers and am looking for,Unknown,"My team at EverQuote (Cambridge, MA) is building a new business in the insurance space. If you like to tackle large market, care a lot about end user experience and want to build software that will forever transform the industry, please email me at klee+careers@everquote.com I welcome remote engineers and am looking for experienced senior engineers who care about quality of their work, great organization and documentation and have worked in distributed teams in reactjs&#x2F;nextjs&#x2F;python&#x2F;redis&#x2F;kafka&#x2F;aurora&#x2F;stream&#x2F;pandas&#x2F;graphql&#x2F;mobile projects with love for building well designed robust integrations to 3rd party software services. If you have experience building 3-4 products that went live with real users at some reasonable scale and love designing good abstractions, interfaces to facilitate building integrations across cross functional teams you should apply by sending me your resume. Feel free to send over any questions via email. More info: https:&#x2F;&#x2F;www.dropbox.com&#x2F;s&#x2F;wthrbqy429y20jw&#x2F;Senior%20Software%...",,,,remote,2020-03-27T03:22:56Z,HackerNews
Systems and Network Engineer • Intermediate Reac,Windscribe,"Windscribe | Various Positions | Full-Time | ONSITE (WFH available) | Toronto We&#x27;re a privacy company that builds consumer facing tools like VPNs, ad-blockers, and managed DNS (part of a standalone product). • Senior Systems and Network Engineer • Intermediate React Frontend Engineer • C++&#x2F;Qt Developer To apply, see https:&#x2F;&#x2F;angel.co&#x2F;company&#x2F;windscribe",,,,ONSITE,2020-03-26T22:30:45Z,HackerNews
SemanticBits,SemanticBits,"SemanticBits | Engineers, Data Scientist, Data Analyst| Full-Time | REMOTE, VISA | https:&#x2F;&#x2F;semanticbits.com&#x2F; SemanticBits specializes in the design and development of digital health services. We develop cutting-edge solutions for commercial, academic, and government organizations. We are headquartered in the DC area with offices in Virginia and India. The majority of the engineering and products team are completely remote, spread across more than 40 states. I started last year and am really impressed with the largely remote-first culture. As most of our contracts are with federal agencies, applicants must live and work within United States borders. • Senior Data Engineer - https:&#x2F;&#x2F;jobs.lever.co&#x2F;semanticbits&#x2F;83dbe073-33cf-46f0-bd6f-5cfaef50dd03 • Data Scientist, Healthcare Policy Research - https:&#x2F;&#x2F;jobs.lever.co&#x2F;semanticbits&#x2F;7ab4e7d2-c0d5-4cd7-9f55-b324fb11575d • Healthcare Data Analyst - https:&#x2F;&#x2F;jobs.lever.co&#x2F;semanticbits&#x2F;42a908de-146a-4002-ab8d-f3c3bb307347 • AWS DevOps Engineer - https:&#x2F;&#x2F;jobs.lever.co&#x2F;semanticbits&#x2F;b67e9656-83db-4336-96c5-96dacb2a6c1b Main career page as additional opportunities will be added: https:&#x2F;&#x2F;semanticbits.com&#x2F;about&#x2F;careers&#x2F;",,,,REMOTE,2020-03-26T20:54:12Z,HackerNews
", including support engineers, engineering manag",GitLab,"GitLab | Remote only | Full time As the world’s largest all-remote company, GitLab is a place where you can contribute from almost anywhere. You’ll be part of an ambitious, productive team that embraces a set of shared values in everything we do. We’re hiring throughout GitLab, including support engineers, engineering managers, security engineers, sales development representatives, technical writers, product managers, technical account managers, solutions architects, sales managers, and strategic account leaders. Browse our full list of open roles: https:&#x2F;&#x2F;about.gitlab.com&#x2F;jobs&#x2F; Here’s an update on what you can expect from our hiring process given the pandemic the world is facing: https:&#x2F;&#x2F;about.gitlab.com&#x2F;jobs&#x2F;faq&#x2F;#a-note-about-covid-19-and... Check out GitLab’s new Remote Playbook: https:&#x2F;&#x2F;about.gitlab.com&#x2F;resources&#x2F;ebook-remote-playbook&#x2F; Learn more about life at GitLab: https:&#x2F;&#x2F;about.gitlab.com&#x2F;jobs&#x2F;faq&#x2F;",,,,Remote,2020-03-26T15:35:51Z,HackerNews
FanDuel,FanDuel,"FanDuel | Software Engineers | Edinburgh (UK), Glasgow (UK), New York (US) | ONSITE https:&#x2F;&#x2F;fanduel.com&#x2F;careers https:&#x2F;&#x2F;grnh.se&#x2F;6f664f3b1 Hiring for Java, Python, JavaScript&#x2F;React, iOS Engineers. FanDuel Group has a presence across 45 US states and 8 million customers. Users love our products and the growth of our company means a constant need for great people. We&#x27;ve got two flagship products in the US market: 1. The original FanDuel product, our Daily Fantasy Sports app created a brand new industry. 2. We also operate the number one sports betting app in the US. This is a new and exciting market, growing at an incredible rate. FanDuel is a modern workplace. We keep flexible hours and vacation scheduling. We provide the latest tech and equipment, and keep a well-stocked supply of snacks and refreshments. You can find all open positions and apply directly using my referral link here: https:&#x2F;&#x2F;grnh.se&#x2F;6f664f3b1",,,,ONSITE,2020-03-26T15:17:21Z,HackerNews
e,Ad Hoc,"Ad Hoc | Full Time | Remote | At Ad Hoc we build government digital services that are fast, efficient, and usable by everyone.| Senior Software Engineer - FHIR Developer Evangelist (remote)- https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;adhocteam&#x2F;jobs&#x2F;4480153002 - Senior Software Engineer ACO (remote) - https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;adhocteam&#x2F;jobs&#x2F;4655244002 Ad Hoc brings small teams of highly skilled professionals from the private sector to build government software right the first time. Send questions to recruiting@adhocteam.us",,,,Remote,2020-03-26T13:37:59Z,HackerNews
),Zenily (part of Snapchat),"Zenily (part of Snapchat) | iOS and Android Developers, 3D Environmental Artist, Tech Recruiter | Paris, France |ONSITE (remote while the quarantine lasts) | https:&#x2F;&#x2F;zen.ly&#x2F;jobs Zenly began because we wanted an easy way to know what our friends were doing. Naturally, we created an app - a map that lets you see your friends and what they’re up to. Millions of people around the world have since made us realize that Zenly goes beyond letting you know what your friends are doing. It actually brings you to spend more time with the people who matter most and moves you a little closer to them even when you can’t. We’re a small team of 50 passionate people determined to offer an alternative to products that were meant to connect us but only alienated us. An alternative that represents a true reflection of your world and those you care most about.",,,,remote,2020-03-26T13:08:37Z,HackerNews
tory &#x2F; Various Engineers &#x2F; Full-Time &,Unknown,"Fintory &#x2F; Various Engineers &#x2F; Full-Time &#x2F; Onsite or Remote (flexible WFH) &#x2F; Duisburg &#x2F; Germany We are a young Germany based start-up that wants to change the way people interact with finance. In simple terms: we concept, design and develop digital products for the finance industry. --- We are currently looking for: • Front-End Developer with React • and Back-End Developer with Ruby on Rails experience • as well as React Native Developer to contribute to the development team. If we piqued your curiosity, we would love to hear from you! Please send your application at our application platform https:&#x2F;&#x2F;fintory.join.com .",,,,Remote,2020-03-26T11:59:46Z,HackerNews
Scribd,Scribd,"Scribd | Software Engineers | Amsterdam | ONSITE Scribd is a reading subscription that gives you access to the best books, audiobooks, magazines, and more. Our mission is to change how the world reads. Beginning of this year we hit 1M paying subscribers ( https:&#x2F;&#x2F;techcrunch.com&#x2F;2019&#x2F;01&#x2F;28&#x2F;scribd-1-million-subscribe... )! We are one of the oldest YC startups (YC &#x27;06), operating one of the largest Ruby on Rails sites. In Amsterdam we are hiring backend software engineers with solid experience in building, running and scaling out cloud-native microservices (preferably in Ruby and&#x2F;or Go). We value a hacker mindset, clean coding and a natural aversion to complexity, or if you&#x27;re a glass-half-empty person: an affinity for simplicity. We&#x27;re also looking for a site reliability engineer to help us out in the cloud. Scribd has a very friendly, engineering-driven company culture with competitive salary and great benefits. We are ambitious but at the same time we value a good work life balance. We have hired many people from these threads. If you have questions you can reach out to me directly at nickyp at scribd.com (I&#x27;m the Engineering Manager of the Core Services team and happy to answer questions related to the role). Please apply directly via: https:&#x2F;&#x2F;jobs.lever.co&#x2F;scribd?lever-via=ze1h-jCbee&amp;location=A...",,,,ONSITE,2020-03-26T08:57:29Z,HackerNews
oking for a Haskell Developer who is excited abou,Holmusk,"Holmusk | Europe, REMOTE | Haskell Backend | Full-time | send your cv to [careers@holmusk.com](mailto:careers@holmusk.com) We ([ https:&#x2F;&#x2F;holmusk.com&#x2F;](https:&#x2F;&#x2F;holmusk.com&#x2F;) ) leverage technology &amp; data science to accelerate research and improve outcomes in behavioural health &amp; chronic diseases. We focus on delivering tailored interventions in healthcare by building digital tools and harnessing the insights from real-world data. We are looking for a Haskell Developer who is excited about making an impact in Digital Healthcare. You will be part of a small remote team based in Europe and might be asked to travel every few months to meet the rest of the team. Though remote, the team will have a strong connection to the main office in Singapore. You will be working alongside other functional languages enthusiasts: we use Haskell for all our backend components (along with PostgreSQL as the backing database) and Elm for our web applications. We are currently able to offer approximately 7k EUR per month for this position. Skills we are looking for: Haskell, PostgreSQL, team-work abilities. Good to have: Familiarity&#x2F;willingness to learn to use AWS services like S3, Lambda. At Holmusk we take pride in our diverse workforce and inclusive culture. We believe it takes all kinds of people to build the best products and bring real change to the healthcare space.",,,,REMOTE,2020-03-26T08:14:55Z,HackerNews
